no,product_name,pesticide_type,formulation,ingredient_name,ingredient_concentration,ingredient_unit,nama_komoditas,target_pest,dose_value,dose_unit,registered_at,expired_at
315,VIRTAKO 300 SC,Insektisida,SC,Thiamethoxam,200,g/l,padi,penggerek batang,150,ml/ha,2022-06-27,2027-06-27
316,VIRTAKO 300 SC,Insektisida,SC,Thiamethoxam,200,g/l,padi,penggerek batang,100 - 150,ml/ha,2022-06-27,2027-06-27
317,VIRTAKO 300 SC,Insektisida,SC,Thiamethoxam,200,g/l,padi,penggerek batang,150,ml/ha,2022-06-27,2027-06-27
318,VIRTAKO 300 SC,Insektisida,SC,Thiamethoxam,200,g/l,padi,penggerek batang,100 - 150,ml/ha,2022-06-27,2027-06-27
319,VIRTAKO 300 SC,Insektisida,SC,Thiamethoxam,200,g/l,padi,penggerek batang,150,ml/ha,2022-06-27,2027-06-27
320,VIRTAKO 300 SC,Insektisida,SC,Thiamethoxam,200,g/l,padi,penggerek batang,100 - 150,ml/ha,2022-06-27,2027-06-27
321,VIRTAKO 300 SC,Insektisida,SC,Thiamethoxam,200,g/l,padi,penggerek batang,150,ml/ha,2022-06-27,2027-06-27
322,VIRTAKO 300 SC,Insektisida,SC,Thiamethoxam,200,g/l,padi,penggerek batang,100 - 150,ml/ha,2022-06-27,2027-06-27
323,VIRTAKO 300 SC,Insektisida,SC,Thiamethoxam,200,g/l,padi,penggerek batang,150,ml/ha,2022-06-27,2027-06-27
324,VIRTAKO 300 SC,Insektisida,SC,Thiamethoxam,200,g/l,padi,penggerek batang,100 - 150,ml/ha,2022-06-27,2027-06-27
325,VIRTAKO 300 SC,Insektisida,SC,Thiamethoxam,200,g/l,padi,penggerek batang,150,ml/ha,2022-06-27,2027-06-27
326,VISTA 400 SL,Insektisida,SL,Dimehipo,400,g/l,padi,penggerek batang,3,ml/l,2024-09-19,2029-09-19
327,WINDER 100 EC,Insektisida,EC,Imidakloprid,100,g/l,padi,penggerek batang,"0,5",ml/l,2025-11-13,2030-11-13
328,WINDER 25 WP,Insektisida,WP,imidakloprid,25,%,padi,penggerek batang,100,g/ha,2023-04-26,2028-04-26
329,WINDER 25 WP,Insektisida,WP,imidakloprid,25,%,padi,penggerek batang,100,g/ha,2023-04-26,2028-04-26
330,WINDER 25 WP,Insektisida,WP,imidakloprid,25,%,padi,penggerek batang,100,g/ha,2023-04-26,2028-04-26
331,WINDER 25 WP,Insektisida,WP,imidakloprid,25,%,padi,penggerek batang,100,g/ha,2023-04-26,2028-04-26
332,WINDER 25 WP,Insektisida,WP,imidakloprid,25,%,padi,penggerek batang,100,g/ha,2023-04-26,2028-04-26
333,WINDER 25 WP,Insektisida,WP,imidakloprid,25,%,padi,penggerek batang,100,g/ha,2023-04-26,2028-04-26
334,WINGREAT 400 EC,Insektisida,EC,BPMC,300,g/l,padi,penggerek batang,1,ml/l,2023-08-28,2028-08-28
335,WINGREAT 400 EC,Insektisida,EC,BPMC,300,g/l,padi,penggerek batang,1,ml/l,2023-08-28,2028-08-28
336,WINGREAT 400 EC,Insektisida,EC,BPMC,300,g/l,padi,penggerek batang,1,ml/l,2023-08-28,2028-08-28
337,WINGREAT 400 EC,Insektisida,EC,BPMC,300,g/l,padi,penggerek batang,1,ml/l,2023-08-28,2028-08-28
338,WINGREAT 400 EC,Insektisida,EC,BPMC,300,g/l,padi,penggerek batang,1,ml/l,2023-08-28,2028-08-28
339,WINGREAT 400 EC,Insektisida,EC,BPMC,300,g/l,padi,penggerek batang,1,ml/l,2023-08-28,2028-08-28
340,WINGREAT 400 EC,Insektisida,EC,BPMC,300,g/l,padi,penggerek batang,1,ml/l,2023-08-28,2028-08-28
341,WINGREAT 400 EC,Insektisida,EC,Imidakloprid,100,g/l,padi,penggerek batang,1,ml/l,2023-08-28,2028-08-28
342,WINGREAT 400 EC,Insektisida,EC,Imidakloprid,100,g/l,padi,penggerek batang,1,ml/l,2023-08-28,2028-08-28
343,WINGREAT 400 EC,Insektisida,EC,Imidakloprid,100,g/l,padi,penggerek batang,1,ml/l,2023-08-28,2028-08-28
344,WINGREAT 400 EC,Insektisida,EC,Imidakloprid,100,g/l,padi,penggerek batang,1,ml/l,2023-08-28,2028-08-28
345,WINGREAT 400 EC,Insektisida,EC,Imidakloprid,100,g/l,padi,penggerek batang,1,ml/l,2023-08-28,2028-08-28
346,WINGREAT 400 EC,Insektisida,EC,Imidakloprid,100,g/l,padi,penggerek batang,1,ml/l,2023-08-28,2028-08-28
347,WINGREAT 400 EC,Insektisida,EC,Imidakloprid,100,g/l,padi,penggerek batang,1,ml/l,2023-08-28,2028-08-28
348,XENON 20/60 WG,Insektisida,WG,Nitempiram,20,%,padi,penggerek batang,"0,75",g/l,2024-08-09,2029-08-09
349,XENON 20/60 WG,Insektisida,WG,Pimetrozin,60,%,padi,penggerek batang,"0,75",g/l,2024-08-09,2029-08-09
350,AGADI 50 SC,Insektisida,SC,Fipronil,50,g/l,padi,penggerek batang,1,ml/l,2024-09-19,2029-09-19
351,DETOP 400 SL,Insektisida,SL,Dimehipo,400,g/l,padi,penggerek batang,2,ml/l,2026-01-20,2031-01-20
352,DEFRON 500 SL,Insektisida,SL,dimehipo,500,g/l,padi,penggerek batang,1,ml/l,2025-07-11,2030-07-11
353,KLOPER 500 SL,Insektisida,SL,Dimehipo,500,g/l,padi,penggerek batang,"1,5",ml/l,2023-08-28,2028-08-28
354,MARSHAL 5 GR,Insektisida,GR,Karbosulfan,5,%,padi,penggerek batang,12,kg/ha,2022-10-04,2027-10-04
355,MARSHAL 5 GR,Insektisida,GR,Karbosulfan,5,%,padi,penggerek batang,12,kg/ha,2022-10-04,2027-10-04
356,MARSHAL 5 GR,Insektisida,GR,Karbosulfan,5,%,padi,penggerek batang,12,kg/ha,2022-10-04,2027-10-04
357,MARSHAL 5 GR,Insektisida,GR,Karbosulfan,5,%,padi,penggerek batang,12,kg/ha,2022-10-04,2027-10-04
358,MARSHAL 5 GR,Insektisida,GR,Karbosulfan,5,%,padi,penggerek batang,12,kg/ha,2022-10-04,2027-10-04
359,MARSHAL 5 GR,Insektisida,GR,Karbosulfan,5,%,padi,penggerek batang,12,kg/ha,2022-10-04,2027-10-04
360,PANDAWA 50/10 WP,Insektisida,WP,Bisultap,50,%,padi,penggerek batang,4,g/l,2024-09-19,2029-09-19
361,PANDAWA 50/10 WP,Insektisida,WP,Tiametoksam,10,%,padi,penggerek batang,4,g/l,2024-09-19,2029-09-19
362,PANZER 290 SL,Insektisida,SL,Bisultap,290,g/l,padi,penggerek batang,"0,56",l/ha,2023-02-08,2028-02-08
363,PANZER 290 SL,Insektisida,SL,Bisultap,290,g/l,padi,penggerek batang,"0,56",l/ha,2023-02-08,2028-02-08
364,REATIS 480 FS,Insektisida,FS,tetraniliprol,480,g/l,padi,penggerek batang,4,ml/kg,2024-09-19,2029-09-19
365,SAPPORO 52 EC,Insektisida,EC,Emammektin Benzoat,52,g/l,padi,penggerek batang,2,ml/l,2025-02-17,2030-02-17
366,"SIKLON 5,7 WG",Insektisida,WG,emamectin benzoate,"5,7",%,padi,penggerek batang,1,g/l,2023-02-08,2028-02-08
367,SPARTAN 400 SL,Insektisida,SL,Dimehipo,400,g/l,padi,penggerek batang,"0,75",ml/l,2024-11-18,2029-11-18
368,STARGATE 0.5 GR,Insektisida,GR,Klotianidin,0.5,%,padi,penggerek batang,36,kg/ha,2025-02-17,2030-02-17
369,TSUBAME 18 EC,Insektisida,EC,abamektin,18,g/l,padi,penggerek batang,250,ml/ha,2023-08-28,2028-08-28
370,DEMETER 5.7 SG,Insektisida,SG,Emamektin benzoat,5.7,%,padi,penggerek batang,1,g/l,2025-09-26,2030-09-26
371,ELICOR 50 SC,Insektisida,SC,Klorantraniliprol,50,g/l,padi,penggerek batang,3,ml/l,2023-02-08,2028-02-08
372,ELICOR 50 SC,Insektisida,SC,Klorantraniliprol,50,g/l,padi,penggerek batang,3,ml/l,2023-02-08,2028-02-08
373,ENFUSE 200 SC,Insektisida,SC,Klorantraniliprol,200,g/l,padi,penggerek batang,1,ml/l,2023-02-08,2028-02-08
374,PRIMA-TE 150 EC,Insektisida,EC,Indoksakarb,150,g/l,padi,penggerek batang,"0,5",ml/l,2026-04-20,2031-04-20
375,BALISTIC 50 SC,Insektisida,SC,fipronil,50,g/l,padi,penggerek batang,2,ml/l,2024-09-19,2029-09-19
376,BT-PLUS WP,Insektisida,WP,Bacillus thuringiensis,1 x 10^8,cfu/gr,padi,penggerek batang,"1,1",g/l,2022-10-04,2027-10-04
377,BT-PLUS WP,Insektisida,WP,Bacillus thuringiensis,1 x 10^8,cfu/gr,padi,penggerek batang,"1,1",g/l,2022-10-04,2027-10-04
378,BT-PLUS WP,Insektisida,WP,Bacillus thuringiensis,1 x 10^8,cfu/gr,padi,penggerek batang,"1,1",g/l,2022-10-04,2027-10-04
379,BT-PLUS WP,Insektisida,WP,Bacillus thuringiensis,1 x 10^8,cfu/gr,padi,penggerek batang,"1,1",g/l,2022-10-04,2027-10-04
380,BT-PLUS WP,Insektisida,WP,Bacillus thuringiensis,1 x 10^8,cfu/gr,padi,penggerek batang,"1,1",g/l,2022-10-04,2027-10-04
381,BT-PLUS WP,Insektisida,WP,Bacillus thuringiensis,1 x 10^8,cfu/gr,padi,penggerek batang,"1,1",g/l,2022-10-04,2027-10-04
382,BT-PLUS WP,Insektisida,WP,Serratia marcescens,1 x 10^8,cfu/gr,padi,penggerek batang,"1,1",g/l,2022-10-04,2027-10-04
383,BT-PLUS WP,Insektisida,WP,Serratia marcescens,1 x 10^8,cfu/gr,padi,penggerek batang,"1,1",g/l,2022-10-04,2027-10-04
384,BT-PLUS WP,Insektisida,WP,Serratia marcescens,1 x 10^8,cfu/gr,padi,penggerek batang,"1,1",g/l,2022-10-04,2027-10-04
385,BT-PLUS WP,Insektisida,WP,Serratia marcescens,1 x 10^8,cfu/gr,padi,penggerek batang,"1,1",g/l,2022-10-04,2027-10-04
386,BT-PLUS WP,Insektisida,WP,Serratia marcescens,1 x 10^8,cfu/gr,padi,penggerek batang,"1,1",g/l,2022-10-04,2027-10-04
387,BT-PLUS WP,Insektisida,WP,Serratia marcescens,1 x 10^8,cfu/gr,padi,penggerek batang,"1,1",g/l,2022-10-04,2027-10-04
388,CALYPSO 480 SC,Insektisida,SC,tiakloprid (thiacloprid),480,g/l,padi,penggerek batang,2,ml/l,2025-07-11,2030-07-11
389,CARBAFUR 3 GR,Insektisida,GR,Karbofuran,3,%,padi,penggerek batang,15,kg/ha,2024-09-19,2029-09-19
390,CHLORADINO PLUS 10/40 WG,Insektisida,WG,Dinotefuran,40,%,padi,penggerek batang,"0,75",g/l,2025-07-11,2030-07-11
391,CHLORADINO PLUS 10/40 WG,Insektisida,WG,Klorantraniliprol,10,%,padi,penggerek batang,"0,75",g/l,2025-07-11,2030-07-11
392,CHLOTAP 200/20 SC,Insektisida,SC,Klorantraniliprol,20,g/l,padi,penggerek batang,3,ml/l,2026-01-20,2031-01-20
393,CHLOTAP 200/20 SC,Insektisida,SC,Monosultap,200,g/l,padi,penggerek batang,3,ml/l,2026-01-20,2031-01-20
394,CONTROL 400 SL,Insektisida,SL,Dimehipo,400,g/l,padi,penggerek batang,2,ml/l,2023-02-08,2028-02-08
395,COPTEX PLUS 100/20 SC,Insektisida,SC,Klorfenapir,100,g/l,padi,penggerek batang,"0,75",ml/l,2025-02-17,2030-02-17
396,COPTEX PLUS 100/20 SC,Insektisida,SC,Spinosad,20,g/l,padi,penggerek batang,"0,75",ml/l,2025-02-17,2030-02-17
397,COSKO 120/35 SC,Insektisida,SC,emamektin benzoat,35,g/l,padi,penggerek batang,1,ml/l,2026-04-20,2031-04-20
398,COSKO 120/35 SC,Insektisida,SC,klorantraniliprol,120,g/l,padi,penggerek batang,1,ml/l,2026-04-20,2031-04-20
399,ELGON 150 EC,Insektisida,EC,INDOKSAKARB,150,g/l,padi,penggerek batang,1,ml/l,2023-02-08,2028-02-08
400,ELGON 150 EC,Insektisida,EC,INDOKSAKARB,150,g/l,padi,penggerek batang,1,ml/l,2023-02-08,2028-02-08
401,EMACEN 30 EC,Insektisida,EC,Emamektin benzoat,30,g/l,padi,penggerek batang,1,ml/l,2023-02-08,2028-02-08
402,EMACEN 30 EC,Insektisida,EC,emamektin benzoat,30,g/l,padi,penggerek batang,1,ml/l,2023-02-08,2028-02-08
403,EMASPID 43/171.5 SC,Insektisida,SC,Emamektin benzoat,43,g/l,padi,penggerek batang,1,ml/l,2025-11-13,2030-11-13
404,EMASPID 43/171.5 SC,Insektisida,SC,Spinosad,171.5,g/l,padi,penggerek batang,1,ml/l,2025-11-13,2030-11-13
405,EVISET 50 SP,Insektisida,SP,tiosiklam hidrogen oksalat,50,%,padi,penggerek batang,"0,75",kg/ha,2023-02-08,2028-02-08
406,"FERTERRA 0,4 GR",Insektisida,GR,Klorantraniliprol,"0,4",%,padi,penggerek batang,"7,5",kg/ha,2024-08-09,2029-08-09
407,FOLTUS 400 SL,Insektisida,SL,dimehipo,400,g/l,padi,penggerek batang,3,ml/l,2025-02-17,2030-02-17
408,FOLTUS PLUS 500 SL,Insektisida,SL,dimehipo,500,g/l,padi,penggerek batang,2,ml/l,2025-07-11,2030-07-11
409,HULK 20 SG,Insektisida,SG,Dinotefuran,20,%,padi,penggerek batang,2,g/l,2025-09-26,2030-09-26
410,HYPOLAX 400 SL,Insektisida,SL,Dimehipo,400,g/l,padi,penggerek batang,3,ml/l,2021-11-18,2026-11-18
411,INCIPIO 200 SC,Insektisida,SC,Isocycloseram,200,g/l,padi,penggerek batang,"1,2",ml/l,2023-08-28,2028-08-28
412,INCIPIO 200 SC,Insektisida,SC,Isocycloseram,200,g/l,padi,penggerek batang,"1,2",ml/l,2023-08-28,2028-08-28
413,INCIPIO 200 SC,Insektisida,SC,Isocycloseram,200,g/l,padi,penggerek batang,"1,2",ml/l,2023-08-28,2028-08-28
414,INCIPIO 200 SC,Insektisida,SC,Isocycloseram,200,g/l,padi,penggerek batang,"1,2",ml/l,2023-08-28,2028-08-28
415,INDOHIPO 500 SL,Insektisida,SL,dimehipo,500,g/l,padi,penggerek batang,2.25,ml/l,2025-09-26,2030-09-26
416,JAGONA 400 SL,Insektisida,SL,Dimehipo,400,g/l,padi,penggerek batang,3,ml/l,2024-08-09,2029-08-09
417,KLIMAX 20 EC,Insektisida,EC,Abamektin,20,g/l,padi,penggerek batang,2,ml/l,2025-11-13,2030-11-13
418,KRATON 200 SC,Insektisida,SC,Klorantraniliprol,200,g/l,padi,penggerek batang,1,ml/l,2025-09-26,2030-09-26
419,MASTERSPIN PLUS 300/60 SC,Insektisida,SC,Metoksifenozida,300,g/l,padi,penggerek batang,1,ml/l,2025-07-11,2030-07-11
420,MASTERSPIN PLUS 300/60 SC,Insektisida,SC,Spinetoram,60,g/l,padi,penggerek batang,1,ml/l,2025-07-11,2030-07-11
421,MAZOTAM 50 SC,Insektisida,SC,Fipronil,50,g/l,padi,penggerek batang,"1,5",ml/l,2025-02-17,2030-02-17
422,META-HIPO 400 SL,Insektisida,SL,DIMEHIPO,400,g/l,padi,penggerek batang,2,ml/l,2024-03-05,2029-03-05
423,MITRIN 320/32 SC,Insektisida,SC,Abamektin,32,g/l,padi,penggerek batang,2,ml/l,2023-04-26,2028-04-26
424,MITRIN 320/32 SC,Insektisida,SC,Abamektin,32,g/l,padi,penggerek batang,2,ml/l,2023-04-26,2028-04-26
425,MITRIN 320/32 SC,Insektisida,SC,Imidakloprid,320,g/l,padi,penggerek batang,2,ml/l,2023-04-26,2028-04-26
426,MITRIN 320/32 SC,Insektisida,SC,Imidakloprid,320,g/l,padi,penggerek batang,2,ml/l,2023-04-26,2028-04-26
427,MONOTHON 600 SC,Insektisida,SC,Klorantraniliprol,600,g/l,padi,penggerek batang,"0,5",ml/l,2025-09-26,2030-09-26
428,MORIOX 100/150 SC,Insektisida,SC,Dinotefuran,100,g/l,padi,penggerek batang,1,ml/l,2024-08-09,2029-08-09
429,MORIOX 100/150 SC,Insektisida,SC,Flonikamid,150,g/l,padi,penggerek batang,1,ml/l,2024-08-09,2029-08-09
430,"NEOFRON 0,5 GR",Insektisida,GR,Fipronil,"0,5",%,padi,penggerek batang,10,kg/ha,2024-03-05,2029-03-05
431,NILIPRO 50 SC,Insektisida,SC,Klorantraniliprol,50,g/l,padi,penggerek batang,1,ml/l,2026-01-20,2031-01-20
432,NUPRID 600 FS,Insektisida,FS,imidakloprid,600,g/l,padi,penggerek batang,3,ml/kg benih,2025-02-17,2030-02-17
433,OMNI-FUR 3 GR,Insektisida,GR,Karbofuran,3,%,padi,penggerek batang,20,kg/ha,2023-04-26,2028-04-26
434,Onact 30 ME,Insektisida,ME,isoflualanam,30,g/l,padi,penggerek batang,2,ml/l,2025-11-13,2030-11-13
435,Onact 30 ME,Insektisida,ME,isoflualanam,30,g/l,padi,penggerek batang,2,ml/l,2025-11-13,2030-11-13
436,Onact 30 ME,Insektisida,ME,isoflualanam,30,g/l,padi,penggerek batang,2,ml/l,2025-11-13,2030-11-13
437,PALTON 50 SC,Insektisida,SC,Klorantraniliprol,50,g/l,padi,penggerek batang,2,ml/l,2026-01-20,2031-01-20
438,PREVATHON PRO 200 SC,Insektisida,SC,Klorantraniliprol,200,g/l,padi,penggerek batang,"0,75",ml/l,2023-02-08,2028-02-08
439,PREVATHON PRO 200 SC,Insektisida,SC,Klorantraniliprol,200,g/l,padi,penggerek batang,"0,75",ml/l,2023-02-08,2028-02-08
440,PRIMADINE 450 SL,Insektisida,SL,dimehipo,450,g/l,padi,penggerek batang,"2,25",ml/l,2022-06-27,2027-06-27
441,PROMECTIN 18 EC,Insektisida,EC,abamektin,18,g/l,padi,penggerek batang,2,ml/l,2024-03-05,2029-03-05
442,QILUSPIN 480 SC,Insektisida,SC,Spinosad,480,g/l,padi,penggerek batang,1,ml/l,2025-07-11,2030-07-11
443,QILUSPIN PLUS 6/4 WG,Insektisida,WG,Emamektin benzoat,4,%,padi,penggerek batang,1,g/l,2024-11-18,2029-11-18
444,QILUSPIN PLUS 6/4 WG,Insektisida,WG,Spinosad,6,%,padi,penggerek batang,1,g/l,2024-11-18,2029-11-18
445,RG 50 SC,Insektisida,SC,Fipronil,50,g/l,padi,penggerek batang,"1,5",ml/l,2024-11-18,2029-11-18
446,RIKA 25 EC,Insektisida,EC,Abamektin,25,g/l,padi,penggerek batang,"1,5",ml/l,2025-07-11,2030-07-11
447,RITA 38 EC,Insektisida,EC,Abamektin,38,g/l,padi,penggerek batang,"1,5",ml/l,2025-07-11,2030-07-11
448,Rockrole 100/200 SC,Insektisida,SC,Klorantraniliprol,100,g/l,padi,penggerek batang,"0,4",ml/l,2025-07-11,2030-07-11
449,Rockrole 100/200 SC,Insektisida,SC,Tiametoksam,200,g/l,padi,penggerek batang,"0,4",ml/l,2025-07-11,2030-07-11
450,RynaxPlus 100/300 SC,Insektisida,SC,Klorantraniliprol,100,g/l,padi,penggerek batang,2,ml/l,2026-04-20,2031-04-20
451,RynaxPlus 100/300 SC,Insektisida,SC,Klotianidin,300,g/l,padi,penggerek batang,2,ml/l,2026-04-20,2031-04-20
452,SENSATION 100/200 SC,Insektisida,SC,Chlorantraniliprole,100,g/l,padi,penggerek batang,1,ml/l,2026-01-20,2031-01-20
453,SENSATION 100/200 SC,Insektisida,SC,Thiamethoxam,200,g/l,padi,penggerek batang,1,ml/l,2026-01-20,2031-01-20
454,SHENZI 35 WG,Insektisida,WG,Klorantraniliprol,35,%,padi,penggerek batang,100,g/ha,2024-03-05,2029-03-05
455,SHENZI 35 WG,Insektisida,WG,Klorantraniliprol,35,%,padi,penggerek batang,100,g/ha,2024-03-05,2029-03-05
456,SHENZI SMART 50 SC,Insektisida,SC,Klorantraniliprol,50,g/l,padi,penggerek batang,2,ml/l,2025-11-13,2030-11-13
457,SHOMEI 50 SC,Insektisida,SC,Fipronil,50,g/l,padi,penggerek batang,2,ml/l,2024-03-05,2029-03-05
458,STADIUM 18 EC,Insektisida,EC,Abamektin,18,g/l,padi,penggerek batang,1,ml/l,2024-03-05,2029-03-05
459,SUTORO 30 EC,Insektisida,EC,Emamektin Benzoat,30,g/l,padi,penggerek batang,2,ml/l,2025-02-17,2030-02-17
460,TAKUMI 20 WG,Insektisida,WG,Flubendiamida,20,%,padi,penggerek batang,250,g/ha,2024-03-04,2029-03-04
461,TAKUMI 20 WG,Insektisida,WG,Flubendiamida,20,%,padi,penggerek batang,250,g/ha,2024-03-04,2029-03-04
462,TAKUMI 20 WG,Insektisida,WG,Flubendiamida,20,%,padi,penggerek batang,250,g/ha,2024-03-04,2029-03-04
463,TAKUMI 20 WG,Insektisida,WG,Flubendiamida,20,%,padi,penggerek batang,250,g/ha,2024-03-04,2029-03-04
464,TALOS 150/30 SC,Insektisida,SC,klorfenapir,150,g/l,padi,penggerek batang,"1,5",ml/l,2024-09-19,2029-09-19
465,TALOS 150/30 SC,Insektisida,SC,lufenuron,30,g/l,padi,penggerek batang,"1,5",ml/l,2024-09-19,2029-09-19
466,TENNO 400 SL,Insektisida,SL,Dimehipo,400,g/l,padi,penggerek batang,2,ml/l,2023-08-28,2028-08-28
467,TOPNIL 50 SC,Insektisida,SC,Fipronil,50,g/l,padi,penggerek batang,1,ml/l,2024-03-05,2029-03-05
468,TRIACTIVE 500 SL,Insektisida,SL,Dimehipo,500,g/l,padi,penggerek batang,"1,5",ml/l,2025-02-17,2030-02-17
469,TROOP 20 WG,Insektisida,WG,Dinotefuran,20,%,padi,penggerek batang,2,g/l,2024-03-05,2029-03-05
470,TUSOO 480 SC,Insektisida,SC,Tiakloprid,480,g/l,padi,penggerek batang,2,ml/l,2024-03-04,2029-03-04
471,TWIKLE 55/5 WG,Insektisida,WG,Abamektin,5,%,padi,penggerek batang,1,g/l,2024-11-18,2029-11-18
472,TWIKLE 55/5 WG,Insektisida,WG,Monosultap,55,%,padi,penggerek batang,1,g/l,2024-11-18,2029-11-18
473,ULTIMARAC 360 SC,Insektisida,SC,Klorfenapir,360,g/l,padi,penggerek batang,"1,5",ml/l,2025-07-11,2030-07-11
474,VAYEGO QUANTUM 120 / 360 SC,Insektisida,SC,tetraniliprol,120,g/l,padi,penggerek batang,1,ml/l,2023-04-26,2028-04-26
475,VAYEGO QUANTUM 120 / 360 SC,Insektisida,SC,tiakloprid,360,g/l,padi,penggerek batang,1,ml/l,2023-04-26,2028-04-26
476,VENTURA 3 GR,Insektisida,GR,karbofuran,3,%,padi,penggerek batang,10,kg/ha,2024-09-19,2029-09-19
477,VERTHON 50 SC,Insektisida,SC,klorantraniliprol,50,g/l,padi,penggerek batang,2,ml/l,2025-11-13,2030-11-13
478,YAMITAP 2/78 WP,Insektisida,WP,Imidacloprid,2,%,padi,penggerek batang,1,g/l,2025-11-13,2030-11-13
479,YAMITAP 2/78 WP,Insektisida,WP,Monosultap,78,%,padi,penggerek batang,1,g/l,2025-11-13,2030-11-13
480,Zytor 30/60 SE,Insektisida,SE,isoflualanam,30,g/l,padi,penggerek batang,2,ml/l,2025-11-13,2030-11-13
481,Zytor 30/60 SE,Insektisida,SE,isoflualanam,30,g/l,padi,penggerek batang,2,ml/l,2025-11-13,2030-11-13
482,Zytor 30/60 SE,Insektisida,SE,isoflualanam,30,g/l,padi,penggerek batang,2,ml/l,2025-11-13,2030-11-13
483,Zytor 30/60 SE,Insektisida,SE,klorantraniliprol,60,g/l,padi,penggerek batang,2,ml/l,2025-11-13,2030-11-13
484,Zytor 30/60 SE,Insektisida,SE,klorantraniliprol,60,g/l,padi,penggerek batang,2,ml/l,2025-11-13,2030-11-13
485,Zytor 30/60 SE,Insektisida,SE,klorantraniliprol,60,g/l,padi,penggerek batang,2,ml/l,2025-11-13,2030-11-13
486,MANUVER 400 SL,Insektisida,SL,Dimehipo,400,g/l,padi,penggerek batang,"1,5",ml/ha,2022-10-04,2027-10-04
487,MANUVER 400 SL,Insektisida,SL,Dimehipo,400,g/l,padi,penggerek batang,"1,5",ml/ha,2022-10-04,2027-10-04
488,MANUVER 400 SL,Insektisida,SL,Dimehipo,400,g/l,padi,penggerek batang,"1,5",ml/ha,2022-10-04,2027-10-04
489,MANUVER 400 SL,Insektisida,SL,Dimehipo,400,g/l,padi,penggerek batang,"1,5",ml/ha,2022-10-04,2027-10-04
490,AGADI 50 SC,Insektisida,SC,Fipronil,50,g/l,padi,walang sangit,2,ml/l,2024-09-19,2029-09-19
491,AJI-DOR 30 WP,Insektisida,WP,Imidakloprid,30,%,padi,walang sangit,2,g/l,2024-03-05,2029-03-05
492,ASMEC 36 EC,Insektisida,EC,Abamektin,36,g/l,padi,walang sangit,"1,5",ml/l,2023-08-28,2028-08-28
493,BALISTIC 50 SC,Insektisida,SC,fipronil,50,g/l,padi,walang sangit,"1,5",ml/l,2024-09-19,2029-09-19
494,BAYCARB 500 EC,Insektisida,EC,fenobukarb,500,g/l,padi,walang sangit,1.5,ml/l,2025-09-26,2030-09-26
495,BESVIDOR 25 WP,Insektisida,WP,Imidakloprid,25,%,padi,walang sangit,1 - 2,g/l,2025-09-26,2030-09-26
496,BIOGENT 50 SC,Insektisida,SC,Fipronil,50,g/l,padi,walang sangit,"0,5",l/ha,2022-12-05,2027-12-05
497,BIOGENT 50 SC,Insektisida,SC,Fipronil,50,g/l,padi,walang sangit,"0,5",l/ha,2022-12-05,2027-12-05
498,BIOGENT 50 SC,Insektisida,SC,Fipronil,50,g/l,padi,walang sangit,"0,5",l/ha,2022-12-05,2027-12-05
499,BIOGENT 50 SC,Insektisida,SC,Fipronil,50,g/l,padi,walang sangit,"0,5",l/ha,2022-12-05,2027-12-05
500,BIOGENT 50 SC,Insektisida,SC,Fipronil,50,g/l,padi,walang sangit,"0,5",l/ha,2022-12-05,2027-12-05
501,BIOGENT 50 SC,Insektisida,SC,Fipronil,50,g/l,padi,walang sangit,"0,5",l/ha,2022-12-05,2027-12-05
502,BIOGENT 50 SC,Insektisida,SC,Fipronil,50,g/l,padi,walang sangit,"0,5",l/ha,2022-12-05,2027-12-05
503,BIOGENT 50 SC,Insektisida,SC,Fipronil,50,g/l,padi,walang sangit,"0,5",l/ha,2022-12-05,2027-12-05
504,BIOGENT 50 SC,Insektisida,SC,Fipronil,50,g/l,padi,walang sangit,"0,5",l/ha,2022-12-05,2027-12-05
505,CHEVRO 50 WG,Insektisida,WG,Pimetrozin,50,%,padi,walang sangit,0.5,g/l,2022-12-05,2027-12-05
506,CHEVRO 50 WG,Insektisida,WG,Pimetrozin,50,%,padi,walang sangit,0.5,g/l,2022-12-05,2027-12-05
507,CHEVRO 50 WG,Insektisida,WG,Pimetrozin,50,%,padi,walang sangit,0.5,g/l,2022-12-05,2027-12-05
508,CHEVRO 50 WG,Insektisida,WG,Pimetrozin,50,%,padi,walang sangit,0.5,g/l,2022-12-05,2027-12-05
509,Dharmabas 500 EC,Insektisida,EC,BPMC,500,g/l,padi,walang sangit,2,ml/l,2022-12-05,2027-12-05
510,Dharmafur 3 GR,Insektisida,GR,karbofuran,3,%,padi,walang sangit,15,kg/ha,2022-12-05,2027-12-05
511,GRETA 500 EC,Insektisida,EC,BPMC,500,g/l,padi,walang sangit,2,ml/l,2024-03-04,2029-03-04
512,GUNTUR 75 WP,Insektisida,WP,Siromazin,75,%,padi,walang sangit,2,g/l,2023-02-08,2028-02-08
513,HOPPER 500 EC,Insektisida,EC,BPMC,500,g/l,padi,walang sangit,1.125,ml/l,2023-04-26,2028-04-26
514,HULK 20 SG,Insektisida,SG,Dinotefuran,20,%,padi,walang sangit,1,g/l,2025-09-26,2030-09-26
515,KARIBIAN 18 EC,Insektisida,EC,abamektin,18,g/l,padi,walang sangit,2,ml/l,2023-04-26,2028-04-26
